supply_level,resource_id,state_code,district_code,time,allocated_quantity
district,R11,8,131,3,0.042574175
district,R11,8,192,2,0.083045776
district,R11,8,338,1,0.36816102
district,R11,8,366,1,0.021818001
district,R11,8,438,2,0.18569078
district,R11,8,475,0,0.094415153
district,R11,8,530,3,0.31215338
district,R11,8,534,3,0.28783685
district,R11,8,80,0,0.060986597
district,R11,9,101,1,0.13349686
district,R11,9,118,1,0.11427416
district,R11,9,160,2,0.14199109
district,R11,9,197,4,0.50211582
district,R11,9,203,4,0.41779294
district,R11,9,334,0,0.13923757
district,R11,9,339,0,0.17157442
district,R11,9,341,0,0.30217337
district,R11,9,461,1,0.019796183
district,R11,9,466,2,0.069599994
district,R11,9,497,1,0.09028259
district,R11,9,534,0,0.0030911028
district,R11,9,534,2,0.30907204
district,R11,9,535,0,0.23225255
district,R11,9,546,4,0.34074516
district,R1,10,122,3,0.15865102
district,R1,10,130,4,0.10865668
district,R1,10,142,0,0.17327857
district,R1,10,155,4,0.31363476
district,R1,10,159,0,0.10741506
district,R1,10,160,3,0.059694621
district,R1,10,173,2,0.20718572
district,R1,10,19,2,0.01410022
district,R1,10,202,2,0.067888164
district,R1,10,214,4,0.07428566
district,R1,10,248,1,0.0040109661
district,R1,10,258,1,0.00055746466
district,R1,10,259,0,0.0021617005
district,R1,10,285,2,0.0012773512
district,R1,10,312,0,0.01254138
district,R1,10,313,1,0.014976764
district,R1,10,330,4,0.16267871
district,R1,10,337,3,0.67568298
district,R1,10,339,3,0.16943616
district,R1,10,376,1,0.050850848
district,R1,10,380,4,0.037477995
district,R1,10,400,4,0.013301198
district,R1,10,404,4,0.047894741
district,R1,10,427,4,0.15025605
district,R1,10,430,0,0.087530622
district,R1,10,468,3,0.097630786
district,R1,10,469,2,0.15318529
district,R1,10,493,1,0.0098846771
district,R1,10,510,3,0.18545748
district,R1,10,516,0,0.54269242
district,R1,10,531,1,0.13781363
district,R1,10,542,1,0.091975742
district,R1,10,545,2,0.30449175
district,R1,10,589,2,0.12053373
district,R1,10,590,2,0.017366315
district,R1,10,608,1,0.094319065
district,R1,10,68,0,0.032981706
district,R1,10,75,3,0.028988706
district,R1,11,105,1,0.048435631
district,R1,11,105,2,0.15826716
district,R1,11,115,0,0.035044979
district,R1,11,125,0,0.061133272
district,R1,11,132,3,0.16617706
district,R1,11,140,2,0.38446053
district,R1,11,166,1,0.069758613
district,R1,11,194,0,0.37497662
district,R1,11,204,4,0.38384483
district,R1,11,205,1,0.0095550517
district,R1,11,212,2,0.13748317
district,R1,11,213,1,0.068096727
district,R1,11,221,1,0.20682154
district,R1,11,240,0,0.023422489
district,R1,11,255,1,0.00088945895
district,R1,11,263,4,0.003158046
district,R1,11,295,2,0.0049559516
district,R1,11,319,4,0.023014535
district,R1,11,326,3,0.024626979
district,R1,11,37,2,0.060992487
district,R1,11,437,1,0.0566014
district,R1,11,438,0,0.041417123
district,R1,11,439,0,0.1713311
district,R1,11,447,2,0.051003834
district,R1,11,474,1,0.28419109
district,R1,11,483,1,0.11258021
district,R1,11,500,0,0.10203165
district,R1,11,533,1,0.10168889
district,R1,11,542,3,0.16826519
district,R1,11,560,4,0.059323098
district,R1,11,575,0,0.035169999
district,R1,11,585,4,0.020172644
district,R1,11,596,3,0.021876342
district,R1,11,602,0,0.16602943
district,R1,11,635,0,0.0059549729
district,R1,11,68,1,0.025716467
district,R1,11,70,3,0.05738018
district,R1,11,73,3,0.056161524
district,R1,11,83,2,0.025872254
district,R1,11,9,1,0.00708308
district,R1,12,103,3,0.15159008
district,R1,12,104,3,0.23555506
district,R1,12,112,2,0.18733969
district,R1,12,12,4,0.027642913
district,R1,12,14,2,0.074435398
district,R1,12,151,1,0.050107025
district,R1,12,156,4,0.16313127
district,R1,12,159,4,0.086000032
district,R1,12,173,0,0.16755346
district,R1,12,175,4,0.68808295
district,R1,12,176,0,0.17335903
district,R1,12,178,3,0.080434672
district,R1,12,181,0,0.030489587
district,R1,12,183,1,0.25060351
district,R1,12,197,4,0.35865415
district,R1,12,218,2,0.21750275
district,R1,12,21,4,0.02949652
district,R1,12,240,1,0.020660178
district,R1,12,245,0,0.0012263524
district,R1,12,248,2,0.0049704262
district,R1,12,261,3,0.0072099829
district,R1,12,267,3,0.0067681602
district,R1,12,28,3,0.008052232
district,R1,12,29,3,0.010808126
district,R1,12,32,2,0.014771734
district,R1,12,332,4,0.20921086
district,R1,12,336,0,0.41192013
district,R1,12,346,1,0.047590658
district,R1,12,415,1,0.00052385341
district,R1,12,417,3,0.0060648031
district,R1,12,443,1,0.060039557
district,R1,12,455,4,0.11768847
district,R1,12,467,3,0.02276683
district,R1,12,470,1,0.031572811
district,R1,12,489,2,0.0033732285
district,R1,12,494,4,0.00062410815
district,R1,12,495,1,0.0013345115
district,R1,12,553,1,0.13578975
district,R1,12,555,4,0.34053993
district,R1,12,574,1,0.068469365
district,R1,12,626,0,0.032940669
district,R1,12,75,4,0.047978075
district,R1,12,77,4,0.052390073
district,R1,12,80,3,0.083949892
district,R1,12,81,4,0.040065805
district,R1,12,82,1,0.0018823303
district,R1,12,99,4,0.081521531
district,R1,12,9,0,0.012099235
district,R1,13,105,3,0.11196974
district,R1,13,113,1,0.27443677
district,R1,13,115,1,0.12591598
district,R1,13,154,1,0.16400283
district,R1,13,157,3,0.2624162
district,R1,13,213,4,0.088053556
district,R1,13,222,0,0.08547473
district,R1,13,225,0,0.060062593
district,R1,13,231,2,0.20103327
district,R1,13,23,2,0.010843439
district,R1,13,247,0,0.0012375251
district,R1,13,266,3,0.0024350782
district,R1,13,288,1,0.00028835589
district,R1,13,30,3,0.0053674766
district,R1,13,336,4,0.35348749
district,R1,13,372,2,0.026755622
district,R1,13,379,1,0.062911339
district,R1,13,380,2,0.032785014
district,R1,13,400,2,0.010233168
district,R1,13,422,3,0.031832377
district,R1,13,451,0,0.098254619
district,R1,13,503,3,0.11576307
district,R1,13,512,3,0.045299252
district,R1,13,515,3,0.18666526
district,R1,13,523,3,0.1279023
district,R1,13,543,2,0.11836415
district,R1,13,562,3,0.078018901
district,R1,13,564,2,0.060558354
district,R1,13,584,4,0.031487151
district,R1,13,589,4,0.16415014
district,R1,13,594,1,0.029230495
district,R1,13,613,3,0.021948662
district,R1,13,631,1,0.032188904
district,R1,13,79,2,0.067370888
district,R1,13,95,2,0.0095449392
district,R1,14,102,1,0.064170085
district,R1,14,133,0,0.21269684
district,R1,14,137,2,0.064585087
district,R1,14,152,1,0.11905046
district,R1,14,189,0,0.27898606
district,R1,14,191,2,0.50308867
district,R1,14,196,0,0.039106179
district,R1,14,21,3,0.079156829
district,R1,14,226,0,0.030373076
district,R1,14,22,4,0.0043884584
district,R1,14,235,4,0.18204563
district,R1,14,236,2,0.46380206
district,R1,14,253,0,0.0026238855
district,R1,14,257,0,2.3654005e-05
district,R1,14,257,3,2.0964427e-05
district,R1,14,259,1,0.0025295863
district,R1,14,285,0,0.00077715393
district,R1,14,294,2,0.01233003
district,R1,14,2,2,0.045533289
district,R1,14,320,3,0.012387143
district,R1,14,323,3,0.021147166
district,R1,14,336,1,0.09488824
district,R1,14,342,1,0.16805269
district,R1,14,358,3,0.03079964
district,R1,14,372,0,0.023328466
district,R1,14,375,3,0.061678781
district,R1,14,386,2,0.078917769
district,R1,14,397,1,0.013615823
district,R1,14,407,0,0.01464968
district,R1,14,423,0,0.053093923
district,R1,14,44,1,0.016103736
district,R1,14,46,0,0.050833656
district,R1,14,479,3,0.17934088
district,R1,14,498,0,0.082235877
district,R1,14,501,0,0.042812509
district,R1,14,514,4,0.077920821
district,R1,14,527,3,0.13618851
district,R1,14,551,3,0.10593304
district,R1,14,561,4,0.019996536
district,R1,14,588,2,0.047713214
district,R1,14,598,1,0.064210924
district,R1,14,59,3,0.0062506856
district,R1,14,69,1,0.013481256
district,R1,14,73,4,0.040779151
district,R1,14,7,2,0.013297185
district,R1,15,100,1,0.031269799
district,R1,15,102,4,0.096584434
district,R1,15,107,2,0.056505384
district,R1,15,109,2,0.084633231
district,R1,15,10,1,0.05037098
district,R1,15,125,3,0.05220103
district,R1,15,133,4,0.40482747
district,R1,15,168,1,0.028340896
district,R1,15,17,2,0.0097052101
district,R1,15,195,1,0.11029991
district,R1,15,198,4,0.085450141
district,R1,15,203,3,0.16465838
district,R1,15,204,2,0.39115848
district,R1,15,208,2,0.058815712
district,R1,15,233,4,0.061558018
district,R1,15,276,2,0.011352917
district,R1,15,282,3,0.0013673337
district,R1,15,303,1,0.056313484
district,R1,15,306,3,0.05917529
district,R1,15,334,0,0.099455407
district,R1,15,33,2,0.016033235
district,R1,15,368,1,0.031410679
district,R1,15,374,0,0.017218318
district,R1,15,374,1,0.028917342
district,R1,15,378,0,0.051667779
district,R1,15,379,3,0.067493118
district,R1,15,381,3,0.15818204
district,R1,15,384,1,0.029509269
district,R1,15,390,4,0.016976753
district,R1,15,411,0,0.015455053
district,R1,15,414,4,0.0526913
district,R1,15,419,1,0.077428219
district,R1,15,423,1,0.069786927
district,R1,15,437,0,0.055807849
district,R1,15,461,3,0.010803032
district,R1,15,463,3,0.041607494
district,R1,15,464,0,0.014226069
district,R1,15,512,1,0.045939823
district,R1,15,515,1,0.21821623
district,R1,15,530,0,0.17496113
district,R1,15,531,0,0.059665384
district,R1,15,543,0,0.075667794
district,R1,15,558,4,0.05624737
district,R1,15,584,1,0.020509174
district,R1,15,587,0,0.0010622048
district,R1,15,629,4,0.034067646
district,R1,15,632,4,0.177079
district,R1,15,76,2,0.069873332
district,R1,16,106,3,0.054133921
district,R1,16,116,3,0.10232168
district,R1,16,117,3,0.038953413
district,R1,16,130,2,0.094606274
district,R1,16,136,0,0.073013623
district,R1,16,141,2,0.049329962
district,R1,16,158,2,0.21078538
district,R1,16,176,2,0.15449662
district,R1,16,180,3,0.16045876
district,R1,16,196,2,0.13223768
district,R1,16,207,3,0.22770703
district,R1,16,212,3,0.1071802
district,R1,16,225,3,0.085377681
district,R1,16,22,0,0.006632663
district,R1,16,231,1,0.1797582
district,R1,16,237,0,0.071577484
district,R1,16,250,3,0.0025992596
district,R1,16,266,2,0.0018781171
district,R1,16,267,0,0.0025930611
district,R1,16,272,2,0.018473194
district,R1,16,302,3,0.02681758
district,R1,16,322,4,0.033008994
district,R1,16,330,1,0.11665647
district,R1,16,350,1,0.066662731
district,R1,16,382,0,0.055545035
district,R1,16,393,4,0.055240041
district,R1,16,40,0,0.010464378
district,R1,16,413,1,0.011562989
district,R1,16,415,0,0.0016842794
district,R1,16,446,3,0.050596881
district,R1,16,513,4,0.080288752
