resource_id,district_code,time,demand
R1,7,2,0.0
R1,7,2,0.0
R1,7,2,0.0
R1,7,2,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,3,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,7,4,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,0,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,1,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,2,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,3,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,8,4,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,0,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,1,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,2,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,3,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,9,4,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,0,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,1,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,2,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,3,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,10,4,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,0,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,1,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,2,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,3,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,11,4,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,0,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,1,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,2,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,3,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,12,4,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,0,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,1,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,2,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,3,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,13,4,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,0,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,1,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,2,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,3,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,14,4,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,0,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,1,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,2,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,3,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,15,4,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,0,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,1,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,2,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,3,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,16,4,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,0,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,1,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,2,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,3,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,17,4,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,0,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,1,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,2,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,3,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,18,4,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,0,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,1,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,2,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,3,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,19,4,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,0,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,1,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,2,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,3,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,20,4,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,0,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,1,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,2,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,3,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,21,4,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,0,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,1,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,2,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,3,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,22,4,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,0,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,1,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,2,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,3,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,23,4,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,0,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,1,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,2,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,3,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,24,4,0.0
R1,25,0,0.0
R1,25,0,0.0
R1,25,0,0.0
R1,25,0,0.0
R1,25,1,0.0
R1,25,1,0.0
R1,25,1,0.0
R1,25,1,0.0
R1,25,2,0.0
R1,25,2,0.0
R1,25,2,0.0
R1,25,2,0.0
R1,25,3,0.0
R1,25,3,0.0
R1,25,3,0.0
R1,25,3,0.0
R1,25,4,0.0
R1,25,4,0.0
R1,25,4,0.0
R1,25,4,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,0,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,1,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,2,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,3,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,26,4,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,0,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,1,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,2,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,3,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,27,4,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,0,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,1,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,2,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,3,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,28,4,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,0,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,1,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,2,0.0
R1,29,3,0.0
R1,29,3,0.0
R1,29,3,0.0
R1,29,3,0.0
R1,29,3,0.0
R1,29,3,0.0
R1,29,3,0.0
R1,29,3,0.0
