district_code,resource_id,quantity
3,R22,11
3,R23,37
3,R24,16
3,R25,46
3,R26,4
3,R27,0
3,R28,0
3,R29,9
3,R30,15
3,R31,0
3,R32,0
3,R33,0
3,R34,5
3,R35,0
3,R36,0
3,R37,0
3,R38,0
3,R39,91342
3,R40,54805
3,R41,70
3,R42,2101
3,R43,34253
3,R44,0
3,R45,9
3,R46,0
3,R47,15
3,R48,913
3,R49,840
3,R50,82208
3,R51,25119
3,R52,9134
3,R53,0
3,R54,1142
3,R55,10
3,R56,21
4,R1,422406
4,R2,147842
4,R3,126722
4,R4,33792
4,R5,2112030
4,R6,6336090
4,R7,844812
4,R8,1650
4,R9,2201
4,R10,161922
4,R11,133762
4,R12,3668
4,R13,1834
4,R14,141
4,R15,18
4,R16,56
4,R17,4224
4,R18,5632
4,R19,35200
4,R20,2816
4,R21,94
4,R22,35
4,R23,113
4,R24,49
4,R25,141
4,R26,11
4,R27,1
4,R28,0
4,R29,28
4,R30,47
4,R31,1
4,R32,1
4,R33,0
4,R34,14
4,R35,1
4,R36,1
4,R37,0
4,R38,0
4,R39,281604
4,R40,168962
4,R41,183
4,R42,5501
4,R43,105602
4,R44,1
4,R45,28
4,R46,0
4,R47,47
4,R48,2816
4,R49,2201
4,R50,253444
4,R51,77441
4,R52,28160
4,R53,1
4,R54,3520
4,R55,31
4,R56,64
4,R1,373392
4,R2,130687
4,R3,112018
4,R4,29871
4,R5,1866960
4,R6,5600880
4,R7,746784
4,R8,1453
4,R9,1938
4,R10,143134
4,R11,118241
4,R12,3229
4,R13,1615
4,R14,124
4,R15,16
4,R16,50
4,R17,3734
4,R18,4979
4,R19,31116
4,R20,2489
4,R21,83
4,R22,31
4,R23,100
4,R24,44
4,R25,124
4,R26,10
4,R27,0
4,R28,0
4,R29,25
4,R30,41
4,R31,1
4,R32,1
4,R33,0
4,R34,12
4,R35,0
4,R36,1
4,R37,0
4,R38,0
4,R39,248928
4,R40,149357
4,R41,161
4,R42,4844
4,R43,93348
4,R44,1
4,R45,25
4,R46,0
4,R47,41
4,R48,2489
4,R49,1938
4,R50,224035
4,R51,68455
4,R52,24893
4,R53,1
4,R54,3112
4,R55,28
4,R56,57
4,R1,49014
4,R2,17155
4,R3,14704
4,R4,3921
4,R5,245070
4,R6,735210
4,R7,98028
4,R8,197
4,R9,263
4,R10,18789
4,R11,15521
4,R12,438
4,R13,219
4,R14,16
4,R15,2
4,R16,7
4,R17,490
4,R18,654
4,R19,4084
4,R20,327
4,R21,11
4,R22,4
4,R23,13
4,R24,6
4,R25,16
4,R26,1
4,R27,0
4,R28,0
4,R29,3
4,R30,5
4,R31,0
4,R32,0
4,R33,0
4,R34,2
4,R35,0
4,R36,0
4,R37,0
4,R38,0
4,R39,32676
4,R40,19606
4,R41,22
4,R42,657
4,R43,12254
4,R44,0
4,R45,3
4,R46,0
4,R47,5
4,R48,327
4,R49,263
4,R50,29408
4,R51,8986
4,R52,3268
4,R53,0
4,R54,408
4,R55,4
4,R56,7
5,R1,1430505
5,R2,500677
5,R3,429152
5,R4,114440
5,R5,7152525
5,R6,21457575
5,R7,2861010
5,R8,8123
5,R9,10831
5,R10,548360
5,R11,452993
5,R12,18052
5,R13,9026
5,R14,477
5,R15,60
5,R16,191
5,R17,14305
5,R18,19073
5,R19,119209
5,R20,9537
5,R21,318
5,R22,119
5,R23,381
5,R24,167
5,R25,477
5,R26,38
5,R27,2
5,R28,1
5,R29,95
5,R30,159
5,R31,4
5,R32,5
5,R33,1
5,R34,48
5,R35,2
5,R36,3
5,R37,0
5,R38,1
5,R39,953670
5,R40,572202
5,R41,903
5,R42,27078
5,R43,357626
5,R44,4
5,R45,95
5,R46,1
5,R47,159
5,R48,9537
5,R49,10831
5,R50,858303
5,R51,262259
5,R52,95367
5,R53,3
5,R54,11921
5,R55,106
5,R56,217
5,R1,1314615
5,R2,460115
5,R3,394384
5,R4,105169
5,R5,6573075
5,R6,19719225
5,R7,2629230
5,R8,7474
5,R9,9965
5,R10,503936
5,R11,416295
5,R12,16609
5,R13,8304
5,R14,438
5,R15,55
5,R16,175
5,R17,13146
5,R18,17528
5,R19,109551
5,R20,8764
5,R21,292
5,R22,110
5,R23,351
5,R24,153
5,R25,438
5,R26,35
5,R27,2
5,R28,1
5,R29,88
5,R30,146
5,R31,4
5,R32,4
5,R33,1
5,R34,44
5,R35,2
5,R36,2
5,R37,0
5,R38,1
5,R39,876410
5,R40,525846
5,R41,830
5,R42,24914
5,R43,328654
5,R44,4
5,R45,88
5,R46,1
5,R47,146
5,R48,8764
5,R49,9965
5,R50,788769
5,R51,241013
5,R52,87641
5,R53,2
5,R54,10955
5,R55,97
5,R56,199
5,R1,115890
5,R2,40562
5,R3,34767
5,R4,9271
5,R5,579450
5,R6,1738350
5,R7,231780
5,R8,649
5,R9,866
5,R10,44424
5,R11,36698
5,R12,1443
5,R13,722
5,R14,39
5,R15,5
5,R16,15
5,R17,1159
5,R18,1545
5,R19,9658
5,R20,773
5,R21,26
5,R22,10
5,R23,31
5,R24,14
5,R25,39
5,R26,3
5,R27,0
5,R28,0
5,R29,8
5,R30,13
5,R31,0
5,R32,0
5,R33,0
5,R34,4
5,R35,0
5,R36,0
5,R37,0
5,R38,0
5,R39,77260
5,R40,46356
5,R41,72
5,R42,2165
5,R43,28972
5,R44,0
5,R45,8
5,R46,0
5,R47,13
5,R48,773
5,R49,866
5,R50,69534
5,R51,21246
5,R52,7726
5,R53,0
5,R54,966
5,R55,9
5,R56,18
6,R1,1927245
6,R2,674536
6,R3,578174
6,R4,154180
6,R5,9636225
6,R6,28908675
6,R7,3854490
6,R8,11736
6,R9,15648
6,R10,738777
6,R11,610294
6,R12,26080
6,R13,13040
6,R14,642
6,R15,80
6,R16,257
6,R17,19272
6,R18,25697
6,R19,160604
6,R20,12848
6,R21,428
6,R22,161
6,R23,514
6,R24,225
6,R25,642
6,R26,51
6,R27,3
6,R28,1
6,R29,128
6,R30,214
6,R31,5
6,R32,6
6,R33,1
6,R34,64
6,R35,3
6,R36,4
6,R37,0
6,R38,1
6,R39,1284830
6,R40,770898
6,R41,1304
6,R42,39120
6,R43,481811
6,R44,5
6,R45,128
6,R46,2
6,R47,214
6,R48,12848
6,R49,15648
6,R50,1156347
6,R51,353328
6,R52,128483
6,R53,4
6,R54,16060
6,R55,143
6,R56,292
6,R1,1770303
6,R2,619606
6,R3,531091
6,R4,141624
6,R5,8851515
6,R6,26554545
6,R7,3540606
6,R8,11038
6,R9,14717
6,R10,678616
6,R11,560596
6,R12,24529
6,R13,12264
6,R14,590
6,R15,74
6,R16,236
6,R17,17703
6,R18,23604
6,R19,147525
6,R20,11802
6,R21,393
6,R22,148
6,R23,472
6,R24,207
6,R25,590
6,R26,47
6,R27,2
6,R28,1
6,R29,118
6,R30,197
6,R31,5
6,R32,6
6,R33,1
6,R34,59
6,R35,2
6,R36,3
6,R37,0
6,R38,1
6,R39,1180202
6,R40,708121
6,R41,1226
6,R42,36794
6,R43,442576
6,R44,5
6,R45,118
6,R46,2
6,R47,197
6,R48,11802
6,R49,14717
6,R50,1062182
6,R51,324556
6,R52,118020
6,R53,3
6,R54,14753
6,R55,131
6,R56,268
6,R1,156942
6,R2,54930
6,R3,47083
6,R4,12555
6,R5,784710
6,R6,2354130
6,R7,313884
6,R8,698
6,R9,931
6,R10,60161
6,R11,49698
6,R12,1551
6,R13,776
6,R14,52
6,R15,7
6,R16,21
6,R17,1569
6,R18,2093
6,R19,13078
6,R20,1046
6,R21,35
6,R22,13
6,R23,42
6,R24,18
6,R25,52
6,R26,4
6,R27,0
6,R28,0
6,R29,10
6,R30,17
6,R31,0
6,R32,1
6,R33,0
6,R34,5
6,R35,0
6,R36,0
6,R37,0
6,R38,0
6,R39,104628
6,R40,62777
6,R41,78
6,R42,2327
6,R43,39236
6,R44,0
6,R45,10
6,R46,0
6,R47,17
6,R48,1046
6,R49,931
6,R50,94165
6,R51,28773
6,R52,10463
6,R53,0
6,R54,1308
6,R55,12
6,R56,24
7,R1,1849305
7,R2,647257
7,R3,554792
7,R4,147944
7,R5,9246525
7,R6,27739575
7,R7,3698610
7,R8,10762
7,R9,14350
7,R10,708900
7,R11,585613
7,R12,23917
7,R13,11958
7,R14,616
7,R15,77
7,R16,247
7,R17,18493
7,R18,24657
7,R19,154109
7,R20,12329
7,R21,411
7,R22,154
7,R23,493
7,R24,216
7,R25,616
7,R26,49
7,R27,2
7,R28,1
7,R29,123
7,R30,205
7,R31,5
7,R32,6
7,R33,1
7,R34,62
7,R35,2
7,R36,3
7,R37,0
7,R38,1
7,R39,1232870
7,R40,739722
7,R41,1196
7,R42,35875
7,R43,462326
7,R44,5
7,R45,123
7,R46,2
7,R47,205
7,R48,12329
7,R49,14350
7,R50,1109583
7,R51,339039
7,R52,123287
7,R53,3
7,R54,15411
7,R55,137
7,R56,280
7,R1,1580166
7,R2,553058
7,R3,474050
7,R4,126413
7,R5,7900830
7,R6,23702490
7,R7,3160332
7,R8,9149
7,R9,12198
7,R10,605730
7,R11,500386
7,R12,20330
7,R13,10165
7,R14,527
7,R15,66
7,R16,211
7,R17,15802
7,R18,21069
7,R19,131680
7,R20,10534
7,R21,351
7,R22,132
7,R23,421
7,R24,184
7,R25,527
7,R26,42
7,R27,2
7,R28,1
7,R29,105
7,R30,176
7,R31,4
7,R32,5
7,R33,1
7,R34,53
7,R35,2
7,R36,3
7,R37,0
7,R38,1
7,R39,1053444
7,R40,632066
7,R41,1017
7,R42,30495
7,R43,395042
7,R44,4
7,R45,105
7,R46,2
7,R47,176
7,R48,10534
7,R49,12198
7,R50,948100
7,R51,289697
7,R52,105344
7,R53,3
7,R54,13168
7,R55,117
7,R56,239
7,R1,269139
7,R2,94199
7,R3,80742
7,R4,21531
7,R5,1345695
7,R6,4037085
7,R7,538278
7,R8,1614
7,R9,2152
7,R10,103170
7,R11,85227
7,R12,3586
7,R13,1793
7,R14,90
7,R15,11
7,R16,36
7,R17,2691
7,R18,3589
7,R19,22428
7,R20,1794
7,R21,60
7,R22,22
7,R23,72
7,R24,31
7,R25,90
7,R26,7
7,R27,0
7,R28,0
7,R29,18
7,R30,30
7,R31,1
7,R32,1
7,R33,0
7,R34,9
7,R35,0
7,R36,0
7,R37,0
7,R38,0
7,R39,179426
7,R40,107656
7,R41,179
7,R42,5380
7,R43,67285
7,R44,1
7,R45,18
7,R46,0
7,R47,30
7,R48,1794
7,R49,2152
7,R50,161483
7,R51,49342
7,R52,17943
7,R53,0
7,R54,2243
7,R55,20
7,R56,41
8,R1,3024117
8,R2,1058441
8,R3,907235
8,R4,241929
8,R5,15120585
8,R6,45361755
8,R7,6048234
8,R8,13737
8,R9,18316
8,R10,1159245
8,R11,957637
8,R12,30527
8,R13,15264
8,R14,1008
8,R15,126
8,R16,403
8,R17,30241
8,R18,40322
8,R19,252010
8,R20,20161
8,R21,672
8,R22,252
8,R23,806
8,R24,353
8,R25,1008
8,R26,81
8,R27,4
8,R28,2
8,R29,202
8,R30,336
8,R31,8
8,R32,10
8,R33,1
8,R34,101
8,R35,4
8,R36,6
8,R37,0
8,R38,1
8,R39,2016078
8,R40,1209647
8,R41,1526
8,R42,45790
8,R43,756029
8,R44,8
8,R45,202
8,R46,3
8,R47,336
8,R48,20161
8,R49,18316
8,R50,1814470
8,R51,554421
8,R52,201608
8,R53,6
8,R54,25201
8,R55,224
8,R56,458
8,R1,2476617
8,R2,866816
8,R3,742985
8,R4,198129
8,R5,12383085
8,R6,37149255
8,R7,4953234
8,R8,11281
8,R9,15042
8,R10,949370
8,R11,784262
8,R12,25069
8,R13,12535
8,R14,826
8,R15,103
8,R16,330
8,R17,24766
8,R18,33022
8,R19,206385
8,R20,16511
8,R21,550
8,R22,206
8,R23,660
8,R24,289
8,R25,826
8,R26,66
8,R27,3
8,R28,2
8,R29,165
8,R30,275
8,R31,7
8,R32,8
8,R33,1
8,R34,83
8,R35,3
8,R36,5
8,R37,0
8,R38,1
8,R39,1651078
8,R40,990647
8,R41,1253
8,R42,37604
8,R43,619154
8,R44,7
8,R45,165
8,R46,2
8,R47,275
8,R48,16511
8,R49,15042
8,R50,1485970
8,R51,454046
8,R52,165108
8,R53,5
8,R54,20638
8,R55,183
8,R56,375
8,R1,547500
8,R2,191625
8,R3,164250
8,R4,43800
8,R5,2737500
8,R6,8212500
8,R7,1095000
8,R8,2456
8,R9,3275
8,R10,209875
8,R11,173375
8,R12,5458
8,R13,2729
8,R14,182
8,R15,23
8,R16,73
8,R17,5475
8,R18,7300
8,R19,45625
8,R20,3650
8,R21,122
8,R22,46
8,R23,146
8,R24,64
8,R25,182
8,R26,15
8,R27,1
8,R28,0
8,R29,36
8,R30,61
8,R31,2
8,R32,2
8,R33,0
8,R34,18
8,R35,1
8,R36,1
8,R37,0
8,R38,0
8,R39,365000
8,R40,219000
8,R41,273
8,R42,8187
8,R43,136875
8,R44,2
8,R45,36
8,R46,1
8,R47,61
8,R48,3650
8,R49,3275
8,R50,328500
8,R51,100375
8,R52,36500
8,R53,1
8,R54,4562
8,R55,41
8,R56,83
9,R1,1176696
9,R2,411844
9,R3,353009
9,R4,94136
9,R5,5883480
9,R6,17650440
9,R7,2353392
9,R8,5255
9,R9,7007
9,R10,451067
9,R11,372620
9,R12,11678
9,R13,5839
9,R14,392
9,R15,49
9,R16,157
9,R17,11767
9,R18,15689
9,R19,98058
9,R20,7845
9,R21,261
9,R22,98
9,R23,314
9,R24,137
9,R25,392
9,R26,31
9,R27,2
9,R28,1
9,R29,78
9,R30,131
9,R31,3
9,R32,4
9,R33,0
9,R34,39
9,R35,2
9,R36,2
9,R37,0
9,R38,1
9,R39,784464
9,R40,470678
9,R41,584
9,R42,17518
9,R43,294174
9,R44,3
9,R45,78
9,R46,1
9,R47,131
9,R48,7845
9,R49,7007
9,R50,706018
9,R51,215728
9,R52,78446
9,R53,2
9,R54,9806
9,R55,87
9,R56,178
9,R1,980613
9,R2,343215
9,R3,294184
9,R4,78449
9,R5,4903065
9,R6,14709195
9,R7,1961226
9,R8,4391
9,R9,5855
9,R10,375902
9,R11,310527
9,R12,9759
9,R13,4879
9,R14,327
9,R15,41
9,R16,131
9,R17,9806
9,R18,13075
9,R19,81718
9,R20,6537
9,R21,218
9,R22,82
9,R23,261
9,R24,114
9,R25,327
9,R26,26
9,R27,1
9,R28,1
9,R29,65
9,R30,109
9,R31,3
9,R32,3
9,R33,0
9,R34,33
9,R35,1
9,R36,2
9,R37,0
9,R38,0
9,R39,653742
9,R40,392245
9,R41,488
9,R42,14638
9,R43,245153
9,R44,3
9,R45,65
9,R46,1
9,R47,109
9,R48,6537
9,R49,5855
9,R50,588368
9,R51,179779
9,R52,65374
9,R53,2
9,R54,8172
9,R55,73
9,R56,149
9,R1,196083
9,R2,68629
9,R3,58825
9,R4,15687
9,R5,980415
9,R6,2941245
9,R7,392166
9,R8,864
9,R9,1152
9,R10,75165
9,R11,62093
9,R12,1920
9,R13,960
9,R14,65
9,R15,8
9,R16,26
9,R17,1961
9,R18,2614
9,R19,16340
9,R20,1307
9,R21,44
9,R22,16
9,R23,52
9,R24,23
9,R25,65
9,R26,5
9,R27,0
9,R28,0
9,R29,13
9,R30,22
9,R31,1
9,R32,1
9,R33,0
9,R34,7
9,R35,0
9,R36,0
9,R37,0
9,R38,0
9,R39,130722
9,R40,78433
9,R41,96
9,R42,2879
9,R43,49021
9,R44,1
9,R45,13
9,R46,0
9,R47,22
9,R48,1307
9,R49,1152
9,R50,117650
9,R51,35949
9,R52,13072
9,R53,0
9,R54,1634
9,R55,15
9,R56,30
10,R1,3710487
10,R2,1298670
10,R3,1113146
10,R4,296839
10,R5,18552435
10,R6,55657305
10,R7,7420974
10,R8,17251
10,R9,23001
10,R10,1422353
10,R11,1174988
10,R12,38336
10,R13,19168
10,R14,1237
10,R15,155
10,R16,495
10,R17,37105
10,R18,49473
10,R19,309207
10,R20,24737
10,R21,825
10,R22,309
10,R23,989
10,R24,433
10,R25,1237
10,R26,99
10,R27,5
10,R28,2
10,R29,247
10,R30,412
10,R31,10
10,R32,12
10,R33,2
10,R34,124
10,R35,5
10,R36,7
10,R37,0
10,R38,2
10,R39,2473658
10,R40,1484195
10,R41,1917
10,R42,57503
10,R43,927622
10,R44,10
10,R45,247
10,R46,4
10,R47,412
10,R48,24737
10,R49,23001
10,R50,2226292
10,R51,680256
10,R52,247366
10,R53,7
10,R54,30921
10,R55,275
10,R56,562
10,R1,51939
10,R2,18179
10,R3,15582
10,R4,4155
10,R5,259695
10,R6,779085
10,R7,103878
10,R8,256
10,R9,341
10,R10,19910
10,R11,16447
10,R12,569
10,R13,284
10,R14,17
10,R15,2
10,R16,7
10,R17,519
10,R18,693
10,R19,4328
10,R20,346
10,R21,12
10,R22,4
10,R23,14
10,R24,6
10,R25,17
10,R26,1
10,R27,0
10,R28,0
10,R29,3
10,R30,6
10,R31,0
10,R32,0
10,R33,0
10,R34,2
10,R35,0
10,R36,0
10,R37,0
10,R38,0
10,R39,34626
10,R40,20776
10,R41,28
10,R42,853
10,R43,12985
10,R44,0
10,R45,3
10,R46,0
10,R47,6
10,R48,346
10,R49,341
10,R50,31163
10,R51,9522
10,R52,3463
10,R53,0
10,R54,433
10,R55,4
10,R56,8
10,R1,3658548
10,R2,1280492
10,R3,1097564
10,R4,292684
10,R5,18292740
10,R6,54878220
10,R7,7317096
10,R8,16995
10,R9,22660
10,R10,1402443
10,R11,1158540
10,R12,37767
10,R13,18883
10,R14,1220
10,R15,152
10,R16,488
10,R17,36585
10,R18,48781
10,R19,304879
10,R20,24390
10,R21,813
10,R22,305
10,R23,976
10,R24,427
10,R25,1220
10,R26,98
10,R27,5
10,R28,2
10,R29,244
10,R30,407
10,R31,10
10,R32,12
10,R33,2
10,R34,122
10,R35,5
10,R36,7
10,R37,0
10,R38,2
10,R39,2439032
10,R40,1463419
10,R41,1888
10,R42,56650
10,R43,914637
10,R44,10
10,R45,244
10,R46,3
10,R47,407
10,R48,24390
10,R49,22660
10,R50,2195129
10,R51,670734
10,R52,243903
10,R53,7
10,R54,30488
10,R55,271
10,R56,554
11,R1,892338
11,R2,312318
11,R3,267701
11,R4,71387
11,R5,4461690
11,R6,13385070
11,R7,1784676
11,R8,4082
11,R9,5443
11,R10,342063
11,R11,282574
11,R12,9072
11,R13,4536
11,R14,297
11,R15,37
11,R16,119
11,R17,8923
11,R18,11898
11,R19,74362
11,R20,5949
11,R21,198
11,R22,74
11,R23,238
11,R24,104
11,R25,297
11,R26,24
11,R27,1
11,R28,1
11,R29,59
11,R30,99
11,R31,2
11,R32,3
11,R33,0
11,R34,30
11,R35,1
11,R36,2
11,R37,0
11,R38,0
11,R39,594892
11,R40,356935
11,R41,454
11,R42,13608
11,R43,223084
11,R44,2
11,R45,59
11,R46,1
11,R47,99
11,R48,5949
11,R49,5443
11,R50,535403
11,R51,163595
11,R52,59489
11,R53,2
11,R54,7436
11,R55,66
11,R56,135
11,R1,751221
11,R2,262927
11,R3,225366
11,R4,60098
11,R5,3756105
11,R6,11268315
11,R7,1502442
11,R8,3456
11,R9,4607
11,R10,287968
11,R11,237887
11,R12,7679
11,R13,3840
11,R14,250
11,R15,31
11,R16,100
11,R17,7512
11,R18,10016
11,R19,62602
11,R20,5008
11,R21,167
11,R22,63
11,R23,200
11,R24,88
11,R25,250
11,R26,20
11,R27,1
11,R28,1
11,R29,50
11,R30,83
11,R31,2
11,R32,3
11,R33,0
11,R34,25
11,R35,1
11,R36,1
11,R37,0
11,R38,0
11,R39,500814
11,R40,300488
11,R41,384
11,R42,11518
11,R43,187805
11,R44,2
11,R45,50
11,R46,1
11,R47,83
11,R48,5008
11,R49,4607
11,R50,450733
11,R51,137724
11,R52,50081
11,R53,1
11,R54,6260
11,R55,56
11,R56,114
11,R1,141117
11,R2,49391
11,R3,42335
11,R4,11289
11,R5,705585
11,R6,2116755
11,R7,282234
11,R8,627
11,R9,836
11,R10,54095
11,R11,44687
11,R12,1393
11,R13,697
11,R14,47
11,R15,6
11,R16,19
11,R17,1411
11,R18,1882
11,R19,11760
11,R20,941
11,R21,31
11,R22,12
11,R23,38
11,R24,16
11,R25,47
11,R26,4
11,R27,0
11,R28,0
11,R29,9
11,R30,16
11,R31,0
11,R32,0
11,R33,0
11,R34,5
11,R35,0
11,R36,0
11,R37,0
11,R38,0
11,R39,94078
11,R40,56447
11,R41,70
11,R42,2090
11,R43,35279
11,R44,0
11,R45,9
11,R46,0
11,R47,16
11,R48,941
11,R49,836
11,R50,84670
11,R51,25871
11,R52,9408
11,R53,0
11,R54,1176
11,R55,10
11,R56,21
12,R1,1681320
12,R2,588462
12,R3,504396
12,R4,134506
12,R5,8406600
